<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
KRME.XXBTZUSD;D;20230604;000000;27072.0000000;27072.0000000;27033.3000000;27038.4000000;5
